https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume IOTA,Volume USDT,tradecount
1662508800000,2022-09-07,IOTAUSDT,0.2595,0.2796,0.2554,0.2762,9188616.0,2453422.6913,12552
1662422400000,2022-09-06,IOTAUSDT,0.2823,0.2882,0.259,0.2593,15369565.0,4223044.3997,20058
1662336000000,2022-09-05,IOTAUSDT,0.2906,0.2936,0.2786,0.2822,7471522.0,2110943.0711,11838
1662249600000,2022-09-04,IOTAUSDT,0.2805,0.2945,0.2805,0.2908,8026497.0,2322940.7008,13566
1662163200000,2022-09-03,IOTAUSDT,0.281,0.2827,0.2769,0.2804,2976798.0,833052.297,4551
1662076800000,2022-09-02,IOTAUSDT,0.2843,0.2877,0.2773,0.281,7440472.0,2101974.8294,10757
1661990400000,2022-09-01,IOTAUSDT,0.281,0.2843,0.2742,0.2842,7341484.0,2053423.0854,11703
1661904000000,2022-08-31,IOTAUSDT,0.2881,0.2968,0.2791,0.2809,14329576.0,4124697.6163,22304
1661817600000,2022-08-30,IOTAUSDT,0.2909,0.2964,0.2808,0.2879,10390767.0,3002870.086,15481
1661731200000,2022-08-29,IOTAUSDT,0.2733,0.2922,0.2695,0.291,7999716.0,2246711.7948,12230
1661644800000,2022-08-28,IOTAUSDT,0.2799,0.2854,0.272,0.2731,4879798.0,1365991.7778,7972
1661558400000,2022-08-27,IOTAUSDT,0.2792,0.282,0.2728,0.2796,7696381.0,2141503.813,10116
1661472000000,2022-08-26,IOTAUSDT,0.3052,0.3085,0.2762,0.2792,15981946.0,4712556.8854,23014
1661385600000,2022-08-25,IOTAUSDT,0.2983,0.3071,0.298,0.3056,7387556.0,2233688.5858,11310
1661299200000,2022-08-24,IOTAUSDT,0.298,0.3064,0.291,0.2983,9356231.0,2800983.5519,14033
1661212800000,2022-08-23,IOTAUSDT,0.2906,0.2987,0.2806,0.2977,11294155.0,3295855.3353,13426
1661126400000,2022-08-22,IOTAUSDT,0.2951,0.2952,0.2766,0.2905,7242747.0,2062809.5102,12558
1661040000000,2022-08-21,IOTAUSDT,0.284,0.2987,0.2822,0.2949,5768958.0,1677087.3341,9932
1660953600000,2022-08-20,IOTAUSDT,0.2829,0.2926,0.276,0.2842,7854103.0,2243347.9652,10963
1660867200000,2022-08-19,IOTAUSDT,0.3053,0.3067,0.277,0.2828,20745676.0,5987879.1207,29909
1660780800000,2022-08-18,IOTAUSDT,0.3198,0.3242,0.3043,0.3055,9228629.0,2928500.574,18360
1660694400000,2022-08-17,IOTAUSDT,0.3391,0.3541,0.3168,0.3198,14574687.0,4870551.7855,28461
1660608000000,2022-08-16,IOTAUSDT,0.3447,0.347,0.3354,0.3392,7856285.0,2682327.3343,17637
1660521600000,2022-08-15,IOTAUSDT,0.347,0.358,0.3385,0.3448,14093566.0,4900517.4124,27627
1660435200000,2022-08-14,IOTAUSDT,0.3596,0.3665,0.3425,0.3467,10050356.0,3576896.6016,22392
1660348800000,2022-08-13,IOTAUSDT,0.3632,0.3634,0.3539,0.3595,6177462.0,2218642.3487,13032
1660262400000,2022-08-12,IOTAUSDT,0.3493,0.3639,0.3434,0.3631,8363932.0,2961308.5481,19432
1660176000000,2022-08-11,IOTAUSDT,0.3477,0.3713,0.3475,0.3493,13364049.0,4752803.6125,33576
1660089600000,2022-08-10,IOTAUSDT,0.3286,0.3499,0.3225,0.3479,10952903.0,3706339.0288,23409
1660003200000,2022-08-09,IOTAUSDT,0.3471,0.3486,0.3201,0.3286,9693918.0,3242011.3191,21258
1659916800000,2022-08-08,IOTAUSDT,0.3429,0.356,0.3373,0.3474,9431341.0,3293686.2414,20747
1659830400000,2022-08-07,IOTAUSDT,0.3407,0.3549,0.335,0.3431,8061945.0,2795894.4123,19134
1659744000000,2022-08-06,IOTAUSDT,0.3403,0.3461,0.3378,0.3411,5220579.0,1787797.2984,12041
1659657600000,2022-08-05,IOTAUSDT,0.3304,0.3407,0.3281,0.3403,10535071.0,3521221.1744,22477
1659571200000,2022-08-04,IOTAUSDT,0.32,0.331,0.3154,0.3306,9567463.0,3085899.9007,21016
1659484800000,2022-08-03,IOTAUSDT,0.3199,0.3347,0.3118,0.32,11212876.0,3660551.0687,21692
1659398400000,2022-08-02,IOTAUSDT,0.3362,0.3402,0.3072,0.3198,15462194.0,4930839.4331,29682
1659312000000,2022-08-01,IOTAUSDT,0.3175,0.3465,0.3154,0.336,20404717.0,6768745.3713,45302
1659225600000,2022-07-31,IOTAUSDT,0.3165,0.3365,0.3133,0.3175,14034781.0,4563183.6614,28550
1659139200000,2022-07-30,IOTAUSDT,0.3091,0.336,0.3079,0.3165,19619112.0,6351215.3531,41959
1659052800000,2022-07-29,IOTAUSDT,0.3137,0.3225,0.3032,0.309,16086619.0,5048000.3759,30956
1658966400000,2022-07-28,IOTAUSDT,0.298,0.3201,0.2922,0.3136,17745576.0,5428950.9491,32943
1658880000000,2022-07-27,IOTAUSDT,0.2763,0.2983,0.2694,0.2981,12936697.0,3665569.0789,21669
1658793600000,2022-07-26,IOTAUSDT,0.2751,0.2767,0.2648,0.2763,10948391.0,2957052.2664,19448
1658707200000,2022-07-25,IOTAUSDT,0.3018,0.3042,0.2745,0.2748,13018423.0,3746117.8784,23799
1658620800000,2022-07-24,IOTAUSDT,0.3016,0.3094,0.2996,0.302,5979667.0,1818957.1969,12406
1658534400000,2022-07-23,IOTAUSDT,0.301,0.3123,0.2914,0.3017,8281818.0,2490359.0643,16590
1658448000000,2022-07-22,IOTAUSDT,0.2995,0.3235,0.2957,0.3008,17927925.0,5569098.0821,33964
1658361600000,2022-07-21,IOTAUSDT,0.2924,0.305,0.2818,0.2994,9090633.0,2672825.5192,18296
1658275200000,2022-07-20,IOTAUSDT,0.3088,0.3173,0.2883,0.2924,15151121.0,4634803.3206,30308
1658188800000,2022-07-19,IOTAUSDT,0.2963,0.3128,0.2876,0.3086,15756788.0,4728542.9586,32776
1658102400000,2022-07-18,IOTAUSDT,0.2732,0.2988,0.2729,0.2963,17536885.0,5057191.0024,29155
1658016000000,2022-07-17,IOTAUSDT,0.2786,0.2855,0.2719,0.273,8446277.0,2350716.0936,15021
1657929600000,2022-07-16,IOTAUSDT,0.2708,0.2801,0.2642,0.2788,6373587.0,1740237.6358,12651
1657843200000,2022-07-15,IOTAUSDT,0.269,0.2765,0.2661,0.2706,8570549.0,2317781.9906,14073
1657756800000,2022-07-14,IOTAUSDT,0.2658,0.2723,0.2561,0.2688,9755609.0,2575341.4702,15998
1657670400000,2022-07-13,IOTAUSDT,0.2544,0.2676,0.2469,0.2657,12610981.0,3252266.4086,22438
1657584000000,2022-07-12,IOTAUSDT,0.2662,0.2705,0.2531,0.2544,12431239.0,3250741.4126,19377
1657497600000,2022-07-11,IOTAUSDT,0.2973,0.2973,0.2635,0.2664,15265420.0,4256800.3871,25240
1657411200000,2022-07-10,IOTAUSDT,0.2889,0.309,0.2813,0.2971,27904492.0,8352679.5279,49015
1657324800000,2022-07-09,IOTAUSDT,0.28,0.293,0.2799,0.2888,4842438.0,1392574.4266,9870
1657238400000,2022-07-08,IOTAUSDT,0.2873,0.2951,0.2762,0.2802,9984186.0,2835000.6436,17007
1657152000000,2022-07-07,IOTAUSDT,0.2754,0.2888,0.2727,0.2876,8387535.0,2354568.1451,13893
1657065600000,2022-07-06,IOTAUSDT,0.2712,0.2782,0.2678,0.2755,7846292.0,2140464.8532,13342
1656979200000,2022-07-05,IOTAUSDT,0.2793,0.2819,0.2613,0.2713,11076869.0,3004174.0845,18502
1656892800000,2022-07-04,IOTAUSDT,0.27,0.2801,0.2634,0.2793,7458335.0,2024321.2257,14324
1656806400000,2022-07-03,IOTAUSDT,0.2698,0.2737,0.262,0.2698,5981574.0,1601346.8251,10309
1656720000000,2022-07-02,IOTAUSDT,0.2636,0.2716,0.2571,0.2696,7471865.0,1970943.3277,13108
1656633600000,2022-07-01,IOTAUSDT,0.2693,0.2749,0.2573,0.2636,9502455.0,2515654.7426,18137
1656547200000,2022-06-30,IOTAUSDT,0.2706,0.2713,0.2504,0.2695,10096476.0,2614137.0414,20384
1656460800000,2022-06-29,IOTAUSDT,0.2751,0.2795,0.2635,0.2708,10043811.0,2727493.8738,20303
1656374400000,2022-06-28,IOTAUSDT,0.2893,0.2952,0.2731,0.2751,10618699.0,3040194.5666,20810
1656288000000,2022-06-27,IOTAUSDT,0.2837,0.2986,0.2826,0.2892,11016902.0,3216539.6721,20276
1656201600000,2022-06-26,IOTAUSDT,0.3048,0.3113,0.2822,0.2841,9971283.0,2974708.8435,18632
1656115200000,2022-06-25,IOTAUSDT,0.3053,0.313,0.2898,0.3045,9671648.0,2911254.1442,17758
1656028800000,2022-06-24,IOTAUSDT,0.3008,0.3119,0.2959,0.3052,10240440.0,3115073.0626,20889
1655942400000,2022-06-23,IOTAUSDT,0.2845,0.3189,0.2825,0.3006,29288818.0,8800518.3905,55347
1655856000000,2022-06-22,IOTAUSDT,0.2892,0.3189,0.2712,0.2842,22159654.0,6394125.5248,37959
1655769600000,2022-06-21,IOTAUSDT,0.2794,0.297,0.2747,0.2892,12242670.0,3543112.0165,22918
1655683200000,2022-06-20,IOTAUSDT,0.2734,0.287,0.2635,0.2795,11020220.0,3048498.7094,21280
1655596800000,2022-06-19,IOTAUSDT,0.2512,0.2799,0.2397,0.2732,16066264.0,4143458.4855,27506
1655510400000,2022-06-18,IOTAUSDT,0.2659,0.2715,0.231,0.2512,19595309.0,4878388.8609,30991
1655424000000,2022-06-17,IOTAUSDT,0.2553,0.2698,0.253,0.266,11656346.0,3075776.7349,19174
1655337600000,2022-06-16,IOTAUSDT,0.2855,0.2916,0.2483,0.2551,14402930.0,3836372.6051,24056
1655251200000,2022-06-15,IOTAUSDT,0.2669,0.2861,0.2403,0.2859,23828784.0,6134163.3383,40395
1655164800000,2022-06-14,IOTAUSDT,0.2579,0.2708,0.2387,0.2666,22701462.0,5864066.5899,43795
1655078400000,2022-06-13,IOTAUSDT,0.2812,0.285,0.2427,0.2574,31497795.0,8114610.6289,57465
1654992000000,2022-06-12,IOTAUSDT,0.3008,0.3033,0.2787,0.2816,12615315.0,3659412.7959,24578
1654905600000,2022-06-11,IOTAUSDT,0.3221,0.3285,0.291,0.3004,9529044.0,2921419.9881,23433
1654819200000,2022-06-10,IOTAUSDT,0.3462,0.3476,0.3184,0.3219,8016682.0,2657303.3852,20780
1654732800000,2022-06-09,IOTAUSDT,0.3492,0.3582,0.3407,0.3463,5953584.0,2076087.5129,15839
1654646400000,2022-06-08,IOTAUSDT,0.3526,0.3639,0.3413,0.3492,7984496.0,2814330.5846,20984
1654560000000,2022-06-07,IOTAUSDT,0.3635,0.364,0.3335,0.3526,14530502.0,5018407.0239,30042
1654473600000,2022-06-06,IOTAUSDT,0.3485,0.3869,0.3469,0.3639,12759393.0,4727259.4174,33747
1654387200000,2022-06-05,IOTAUSDT,0.3496,0.3558,0.3432,0.3487,4367343.0,1525704.4234,12108
1654300800000,2022-06-04,IOTAUSDT,0.3467,0.353,0.3369,0.3494,6137942.0,2124997.1424,17840
1654214400000,2022-06-03,IOTAUSDT,0.3566,0.3794,0.3377,0.3465,14615105.0,5219656.0712,40139
1654128000000,2022-06-02,IOTAUSDT,0.3307,0.3566,0.3297,0.3566,7562978.0,2577523.5292,20507
1654041600000,2022-06-01,IOTAUSDT,0.3529,0.3653,0.3257,0.3304,18798496.0,6557205.2353,46002
1653955200000,2022-05-31,IOTAUSDT,0.3487,0.357,0.3381,0.3528,11972102.0,4173110.9248,31024
1653868800000,2022-05-30,IOTAUSDT,0.3279,0.36,0.3245,0.3488,20599563.0,7013366.6638,43670
1653782400000,2022-05-29,IOTAUSDT,0.3195,0.3288,0.3082,0.3279,15645483.0,4960421.2638,30564
1653696000000,2022-05-28,IOTAUSDT,0.302,0.322,0.2995,0.3193,15491404.0,4810443.6193,28951
1653609600000,2022-05-27,IOTAUSDT,0.3088,0.32,0.2949,0.3021,24184091.0,7418964.9391,48464
1653523200000,2022-05-26,IOTAUSDT,0.3346,0.3416,0.2989,0.3091,27449148.0,8711796.7964,54048
1653436800000,2022-05-25,IOTAUSDT,0.3398,0.3469,0.3256,0.3344,18444183.0,6174172.6732,38033
1653350400000,2022-05-24,IOTAUSDT,0.3315,0.3435,0.3151,0.3398,18437450.0,6112566.6954,39511
1653264000000,2022-05-23,IOTAUSDT,0.3494,0.3624,0.3242,0.3315,19082863.0,6665641.5014,42066
1653177600000,2022-05-22,IOTAUSDT,0.3292,0.3538,0.3279,0.3493,18015854.0,6148483.2639,34330
1653091200000,2022-05-21,IOTAUSDT,0.3196,0.3359,0.3083,0.3296,19611868.0,6353250.8217,42338
1653004800000,2022-05-20,IOTAUSDT,0.3408,0.3444,0.315,0.3196,20611416.0,6799876.039,45058
1652918400000,2022-05-19,IOTAUSDT,0.3342,0.3495,0.3173,0.3406,24126144.0,7996196.9761,50729
1652832000000,2022-05-18,IOTAUSDT,0.3906,0.3948,0.3316,0.3344,20263226.0,7374723.9693,50835
1652745600000,2022-05-17,IOTAUSDT,0.3586,0.398,0.3586,0.3906,23728930.0,9088148.6651,68924
1652659200000,2022-05-16,IOTAUSDT,0.3745,0.375,0.3395,0.3587,22676822.0,8074315.4766,56320
1652572800000,2022-05-15,IOTAUSDT,0.3494,0.3816,0.3388,0.3745,31985873.0,11423623.2665,76254
1652486400000,2022-05-14,IOTAUSDT,0.3161,0.3566,0.3106,0.3493,31942007.0,10595063.8407,75538
1652400000000,2022-05-13,IOTAUSDT,0.2948,0.3598,0.2894,0.3159,39007083.0,12950221.3998,88019
1652313600000,2022-05-12,IOTAUSDT,0.2972,0.3128,0.2354,0.2948,65704523.98,17959290.308468,139122
1652227200000,2022-05-11,IOTAUSDT,0.3907,0.3994,0.273,0.2974,97751601.52,32865717.619101,201724
1652140800000,2022-05-10,IOTAUSDT,0.3893,0.4401,0.3727,0.3911,72778335.81,29713691.76653,179488
1652054400000,2022-05-09,IOTAUSDT,0.4661,0.4762,0.3854,0.3894,40466332.21,17072543.073693,109953
1651968000000,2022-05-08,IOTAUSDT,0.4766,0.4834,0.4585,0.4659,16517539.2,7753419.625668,46157
1651881600000,2022-05-07,IOTAUSDT,0.4934,0.4999,0.464,0.4765,10674849.71,5188610.965464,33981
1651795200000,2022-05-06,IOTAUSDT,0.4979,0.5049,0.4753,0.4936,14818695.0,7268090.795749,46304
1651708800000,2022-05-05,IOTAUSDT,0.5538,0.561,0.4859,0.4982,25800668.0,13410375.3512,67563
1651622400000,2022-05-04,IOTAUSDT,0.502,0.5573,0.4981,0.5538,20345147.0,10656620.5425,58188
1651536000000,2022-05-03,IOTAUSDT,0.5331,0.5478,0.4858,0.502,36274688.0,18483356.975694,72742
1651449600000,2022-05-02,IOTAUSDT,0.545,0.553,0.5104,0.5329,21462658.0,11304368.3553,52929
1651363200000,2022-05-01,IOTAUSDT,0.529,0.5498,0.499,0.5449,16673746.0,8887376.568303,48109
1651276800000,2022-04-30,IOTAUSDT,0.5736,0.5866,0.5121,0.5291,15632988.49,8702771.722678,51651
1651190400000,2022-04-29,IOTAUSDT,0.6163,0.618,0.5633,0.5736,13315358.27,7873909.028856,44331
1651104000000,2022-04-28,IOTAUSDT,0.6169,0.6284,0.6044,0.6165,9996876.0,6161750.5727,33224
1651017600000,2022-04-27,IOTAUSDT,0.6002,0.6297,0.5895,0.6169,11105139.0,6779944.843936,37960
1650931200000,2022-04-26,IOTAUSDT,0.6498,0.6563,0.5924,0.6001,14840070.0,9249156.012498,54353
1650844800000,2022-04-25,IOTAUSDT,0.6613,0.6616,0.6076,0.6499,18135826.0,11414206.003492,64991
1650758400000,2022-04-24,IOTAUSDT,0.6808,0.6847,0.6508,0.661,10039414.0,6687035.7419,40334
1650672000000,2022-04-23,IOTAUSDT,0.6738,0.696,0.6676,0.6813,11072866.0,7578102.8005,44899
1650585600000,2022-04-22,IOTAUSDT,0.6632,0.6944,0.6574,0.6736,11633115.0,7858056.4926,45957
1650499200000,2022-04-21,IOTAUSDT,0.6778,0.7031,0.6451,0.6632,14704462.0,10023643.0241,60342
1650412800000,2022-04-20,IOTAUSDT,0.6866,0.6919,0.6604,0.6777,11636694.0,7893550.4994,40304
1650326400000,2022-04-19,IOTAUSDT,0.6654,0.6869,0.6572,0.6867,8741313.0,5881846.3333,31941
1650240000000,2022-04-18,IOTAUSDT,0.6448,0.6735,0.6128,0.6652,13098587.0,8442696.1016,46748
1650153600000,2022-04-17,IOTAUSDT,0.6746,0.6794,0.6425,0.6449,6263502.0,4172963.0415,23786
1650067200000,2022-04-16,IOTAUSDT,0.6742,0.6797,0.658,0.6748,5382327.0,3612073.3332,18809
1649980800000,2022-04-15,IOTAUSDT,0.6631,0.6769,0.6558,0.6746,7708900.0,5148245.4659,27297
1649894400000,2022-04-14,IOTAUSDT,0.6813,0.6839,0.648,0.6632,19472596.0,13077202.7326,50626
1649808000000,2022-04-13,IOTAUSDT,0.6654,0.6861,0.61,0.6813,20323880.0,13492934.310379,55627
1649721600000,2022-04-12,IOTAUSDT,0.6491,0.6732,0.6372,0.6654,21916925.0,14426053.5017,60213
1649635200000,2022-04-11,IOTAUSDT,0.7132,0.7179,0.6372,0.6492,15750680.0,10644043.2771,52997
1649548800000,2022-04-10,IOTAUSDT,0.7459,0.7483,0.7113,0.7131,6234775.0,4557142.064,22732
1649462400000,2022-04-09,IOTAUSDT,0.7214,0.7468,0.7195,0.7457,5895320.0,4309029.8659,23945
1649376000000,2022-04-08,IOTAUSDT,0.7663,0.7728,0.7151,0.722,8713354.0,6534915.4364,38533
1649289600000,2022-04-07,IOTAUSDT,0.7354,0.7718,0.7181,0.7666,7913105.0,5943639.9906,44478
1649203200000,2022-04-06,IOTAUSDT,0.8231,0.8233,0.732,0.736,16452986.0,12754902.3951,78128
1649116800000,2022-04-05,IOTAUSDT,0.8645,0.8666,0.8176,0.8231,9839044.0,8314533.8881,46076
1649030400000,2022-04-04,IOTAUSDT,0.9012,0.9116,0.8273,0.8645,11300547.0,9790588.1656,57651
1648944000000,2022-04-03,IOTAUSDT,0.8909,0.9128,0.8801,0.9011,8503687.0,7637543.4218,40208
1648857600000,2022-04-02,IOTAUSDT,0.8915,0.929,0.8781,0.8912,13724439.0,12423874.7333,74524
1648771200000,2022-04-01,IOTAUSDT,0.8526,0.8918,0.822,0.8913,14842591.0,12796607.427,72654
1648684800000,2022-03-31,IOTAUSDT,0.8925,0.9488,0.8409,0.8523,27986549.0,25149148.3181,142894
1648598400000,2022-03-30,IOTAUSDT,0.8633,0.8988,0.8312,0.892,12190029.0,10648120.7538,67631
1648512000000,2022-03-29,IOTAUSDT,0.8483,0.8978,0.8401,0.8635,13976247.0,12185387.0664,65777
1648425600000,2022-03-28,IOTAUSDT,0.8754,0.906,0.8403,0.8484,17273260.0,15279543.3491,83762
1648339200000,2022-03-27,IOTAUSDT,0.8313,0.88,0.817,0.875,20825104.0,17629000.335,107490
1648252800000,2022-03-26,IOTAUSDT,0.7823,0.8326,0.7761,0.8312,9206155.0,7439250.4331,45605
1648166400000,2022-03-25,IOTAUSDT,0.8047,0.8183,0.7704,0.7822,11614556.0,9296183.3156,47472
1648080000000,2022-03-24,IOTAUSDT,0.7819,0.8292,0.767,0.8052,17221894.0,13757492.2984,76084
1647993600000,2022-03-23,IOTAUSDT,0.7746,0.7897,0.7611,0.782,9066732.0,7013520.3526,41573
1647907200000,2022-03-22,IOTAUSDT,0.744,0.7939,0.7405,0.7746,12754386.0,9873350.5378,66162
1647820800000,2022-03-21,IOTAUSDT,0.7516,0.7561,0.7275,0.7443,11359640.0,8382611.2543,43394
1647734400000,2022-03-20,IOTAUSDT,0.7506,0.7875,0.7406,0.7517,13069159.0,9981541.9213,68351
1647648000000,2022-03-19,IOTAUSDT,0.7284,0.7574,0.7258,0.7509,7770972.0,5774974.9137,34930
1647561600000,2022-03-18,IOTAUSDT,0.7159,0.7353,0.6982,0.7285,6120688.0,4383767.7469,27598
1647475200000,2022-03-17,IOTAUSDT,0.7236,0.7275,0.7085,0.7159,6867768.0,4923516.6445,27212
1647388800000,2022-03-16,IOTAUSDT,0.7031,0.7243,0.6868,0.7237,10568784.0,7486200.7533,42013
1647302400000,2022-03-15,IOTAUSDT,0.712,0.7204,0.6849,0.7031,6904341.0,4832688.8841,31853
1647216000000,2022-03-14,IOTAUSDT,0.6804,0.7134,0.6687,0.7121,8992411.0,6190908.7809,34118
1647129600000,2022-03-13,IOTAUSDT,0.6999,0.7139,0.675,0.6804,6985881.0,4871076.8507,26110
1647043200000,2022-03-12,IOTAUSDT,0.7112,0.7249,0.68,0.7,9439158.0,6694046.8578,31411
1646956800000,2022-03-11,IOTAUSDT,0.732,0.7332,0.7002,0.7111,10925570.0,7820861.966,41741
1646870400000,2022-03-10,IOTAUSDT,0.7395,0.7892,0.7094,0.732,26841537.0,20037389.6188,117033
1646784000000,2022-03-09,IOTAUSDT,0.7049,0.7448,0.7022,0.7395,9222156.0,6754245.8117,33098
1646697600000,2022-03-08,IOTAUSDT,0.6939,0.7198,0.6896,0.7047,8165517.0,5772702.2877,32625
1646611200000,2022-03-07,IOTAUSDT,0.6932,0.7287,0.6753,0.694,10589306.0,7376996.8251,38603
1646524800000,2022-03-06,IOTAUSDT,0.7363,0.7465,0.6907,0.6929,7422682.0,5338200.7947,29001
1646438400000,2022-03-05,IOTAUSDT,0.71,0.7428,0.6939,0.7364,7042637.0,5081080.0788,24182
1646352000000,2022-03-04,IOTAUSDT,0.7594,0.7632,0.7072,0.71,9150148.0,6727482.0125,36298
1646265600000,2022-03-03,IOTAUSDT,0.7873,0.7965,0.7483,0.7596,8644263.0,6682333.624,31381
1646179200000,2022-03-02,IOTAUSDT,0.8,0.81,0.7677,0.7872,10196087.0,8045425.2217,42385
1646092800000,2022-03-01,IOTAUSDT,0.7967,0.816,0.773,0.8,13666655.0,10895945.3129,56811
1646006400000,2022-02-28,IOTAUSDT,0.7092,0.798,0.7034,0.7967,11853568.0,8912902.4896,48165
1645920000000,2022-02-27,IOTAUSDT,0.7459,0.7464,0.6984,0.7097,14792274.0,10697687.031,45665
1645833600000,2022-02-26,IOTAUSDT,0.7387,0.7654,0.7316,0.7459,7329400.0,5477879.2197,28723
1645747200000,2022-02-25,IOTAUSDT,0.6954,0.7457,0.6884,0.7386,13019908.0,9297960.9258,42434
1645660800000,2022-02-24,IOTAUSDT,0.7125,0.7168,0.6186,0.6953,24593018.06,16230235.251434,77484
1645574400000,2022-02-23,IOTAUSDT,0.7506,0.7807,0.71,0.7126,9862886.0,7419716.1246,35501
1645488000000,2022-02-22,IOTAUSDT,0.7114,0.754,0.693,0.7509,12920128.0,9342988.7414,40085
1645401600000,2022-02-21,IOTAUSDT,0.786,0.8246,0.7069,0.7113,22000574.0,16899842.1171,72244
1645315200000,2022-02-20,IOTAUSDT,0.8272,0.8274,0.7761,0.7859,12257076.0,9783757.2533,59746
1645228800000,2022-02-19,IOTAUSDT,0.8013,0.86,0.7817,0.827,12083179.0,9842161.1378,45880
1645142400000,2022-02-18,IOTAUSDT,0.8224,0.8484,0.7928,0.8015,6299560.0,5153318.1047,30126
1645056000000,2022-02-17,IOTAUSDT,0.8931,0.9172,0.8088,0.8222,8635717.0,7492603.8512,42337
1644969600000,2022-02-16,IOTAUSDT,0.8983,0.9154,0.8691,0.8933,9406233.0,8427315.5706,40976
1644883200000,2022-02-15,IOTAUSDT,0.8461,0.901,0.845,0.8985,10160747.0,8869003.8576,35884
1644796800000,2022-02-14,IOTAUSDT,0.8488,0.864,0.815,0.8459,8708439.0,7277070.6056,33323
1644710400000,2022-02-13,IOTAUSDT,0.8745,0.8984,0.8457,0.8484,7032857.0,6129256.8754,29053
1644624000000,2022-02-12,IOTAUSDT,0.875,0.8972,0.8456,0.8744,7051306.0,6163570.5405,34852
1644537600000,2022-02-11,IOTAUSDT,0.9489,0.9779,0.857,0.8754,11718144.0,10891255.5345,60370
1644451200000,2022-02-10,IOTAUSDT,1.0212,1.032,0.943,0.9488,16973208.0,16750930.4549,85408
1644364800000,2022-02-09,IOTAUSDT,0.9867,1.0531,0.9852,1.0216,21328481.0,21928837.4149,101378
1644278400000,2022-02-08,IOTAUSDT,0.9985,1.0109,0.9401,0.9872,15069857.0,14702764.8461,74461
1644192000000,2022-02-07,IOTAUSDT,0.9591,1.017,0.9318,0.9985,14343875.0,14012694.9628,75868
1644105600000,2022-02-06,IOTAUSDT,0.9491,0.96,0.9142,0.9592,6081169.0,5719025.0037,31742
1644019200000,2022-02-05,IOTAUSDT,0.9568,0.9814,0.9185,0.9491,13575619.0,12953356.2829,57906
1643932800000,2022-02-04,IOTAUSDT,0.9281,0.9629,0.9015,0.9567,17900083.0,16602090.7201,72874
1643846400000,2022-02-03,IOTAUSDT,0.84,0.9315,0.8228,0.9279,15003639.0,13128485.4486,62528
1643760000000,2022-02-02,IOTAUSDT,0.8392,0.9123,0.8311,0.8404,15531160.0,13532300.4995,68412
1643673600000,2022-02-01,IOTAUSDT,0.8342,0.866,0.8306,0.8391,9785912.0,8294177.5039,39155
1643587200000,2022-01-31,IOTAUSDT,0.8138,0.8393,0.7827,0.8338,7081833.0,5744437.0147,26423
1643500800000,2022-01-30,IOTAUSDT,0.8307,0.8529,0.8013,0.8142,6032389.0,5004125.1492,25262
1643414400000,2022-01-29,IOTAUSDT,0.8172,0.8479,0.8146,0.8302,5885733.0,4877439.5988,27756
1643328000000,2022-01-28,IOTAUSDT,0.802,0.8223,0.7755,0.8173,9147759.0,7332177.3406,32903
1643241600000,2022-01-27,IOTAUSDT,0.8036,0.8323,0.7676,0.8032,12295972.0,9819360.5717,46686
1643155200000,2022-01-26,IOTAUSDT,0.8112,0.8687,0.7923,0.8025,14108668.0,11718881.8917,57884
1643068800000,2022-01-25,IOTAUSDT,0.7904,0.8264,0.7704,0.8103,14701752.0,11832712.1099,52292
1642982400000,2022-01-24,IOTAUSDT,0.8153,0.8153,0.6943,0.7906,23061839.0,17211610.061,73371
1642896000000,2022-01-23,IOTAUSDT,0.7803,0.8413,0.7666,0.8156,17749537.0,14188970.4126,61139
1642809600000,2022-01-22,IOTAUSDT,0.8566,0.8784,0.6958,0.78,34223141.82,26685513.827249,105019
1642723200000,2022-01-21,IOTAUSDT,1.0167,1.0359,0.8352,0.857,29226673.55,27323376.781912,106670
1642636800000,2022-01-20,IOTAUSDT,1.0493,1.1131,1.01,1.0173,14741889.0,15750564.797,66911
1642550400000,2022-01-19,IOTAUSDT,1.1015,1.106,1.026,1.0492,11418733.0,12116267.57,50891
1642464000000,2022-01-18,IOTAUSDT,1.1617,1.196,1.075,1.1015,19399794.0,21917305.0258,83739
1642377600000,2022-01-17,IOTAUSDT,1.1372,1.1933,1.1172,1.1616,17403670.0,20044412.6541,72272
1642291200000,2022-01-16,IOTAUSDT,1.1257,1.1606,1.1161,1.1373,6469627.0,7375208.5997,34074
1642204800000,2022-01-15,IOTAUSDT,1.1224,1.1558,1.116,1.1257,8193209.0,9329953.3682,36743
1642118400000,2022-01-14,IOTAUSDT,1.1076,1.1288,1.0776,1.1223,11232540.0,12417421.1664,46319
1642032000000,2022-01-13,IOTAUSDT,1.1879,1.201,1.1015,1.1086,20004200.0,23095668.6954,95154
1641945600000,2022-01-12,IOTAUSDT,1.1413,1.199,1.1329,1.1883,13738224.0,16099725.1783,66917
1641859200000,2022-01-11,IOTAUSDT,1.1119,1.1549,1.0726,1.141,23293442.0,26068954.2562,113852
1641772800000,2022-01-10,IOTAUSDT,1.0709,1.1241,1.0036,1.1115,20600782.0,22004048.94,100682
1641686400000,2022-01-09,IOTAUSDT,1.0756,1.1039,1.0311,1.0712,18458657.0,19716144.3238,68055
