https://www.CryptoDataDownload.com
3427
5233
2153
2321
3972
6494
8629
6247
6554
2260
3670
4349
4159
5551
4161
4000
7475
6022
9317
10084
7956
3070
4733
3777
3435
4228
6501
5019
9066
10445
8809
6355
8220
7342
7231
8714
8152
8402
8724
9740
7971
8373
11426
14834
9324
9816
8185
12379
11006
9158
6546
4804
7580
10372
11967
5895
8030
11663
6259
7452
9153
9755
14824
11553
11656
10182
8846
10736
13075
12026
11429
8305
8556
10651
9027
12503
16775
20222
15375
13395
11090
13525
13132
24381
13818
18889
17840
31069
16165
10476
10313
14961
22012
18383
14897
20101
20798
14752
16625
19754
18632
19268
22806
18923
47894
41153
32375
29694
39335
32232
31317
40196
57541
84727
66738
80669
71373
76032
83847
86150
85478
51777
84581
91956
116569
129762
117731
243261
135005
173557
116416
133133
142202
178032
142100
190204
138893
105595
177728
162787
170310
192969
158242
120269
208642
156656
161476
239416
134452
123639
152364
145362
418243
517293
393112
273271
251647
360207
363264
355286
293429
221040
314720
207478
206247
169199
259212
201422
316020
453411
327519
356134
533510
785996
514893
12417
273091
537578
524626
477660
401893
514897
608349
405310
413585
537534
366882
432197
542340
506273
467480
337918
233567
285276
240542
277886
230428
211691
190444
168359
164318
250306
396721
336514
462712
288066
333367
336642
342734
399127
400529
255807
292041
423336
360414
298261
293696
276449
278571
270300
215660
310462
266540
183620
359537
400057
240293
260942
206780
248143
277249
238476
162456
178577
152461
212669
147755
155607
404588
351905
194500
181778
226748
221228
183472
196821
289687
295374
229871
190944
326608
477363
285850
268471
257288
311494
285951
268741
188258
282581
210165
212076
229309
230754
189159
192337
221075
365538
310305
215590
292731
360379
300842
310780
183913
134185
161265
184158
192154
306812
253694
239025
212344
198341
233392
237359
242079
274399
303069
290131
349636
307003
236865
257573
244186
321734
278971
471088
203442
224658
266517
256384
184938
140470
129759
180773
160490
166074
159783
300515
170164
275996
218384
113431
99481
156241
212542
230915
183060
242589
232914
146203
216533
193854
145449
145349
147315
189913
151869
150985
144757
108052
114997
201733
276178
327949
235597
251391
164901
144711
219776
326329
277935
235681
227397
144170
144331
206911
239132
208008
175627
226727
199335
148658
177378
247202
305603
248573
289661
236173
190399
239602
252004
329413
228942
296730
276121
190758
237055
180578
326562
187637
180167
122483
130769
205441
252033
223772
230848
203142
217286
210282
173846
183178
308813
280845
194451
180831
176709
165286
173335
165590
215637
198375
141362
145921
196924
169055
198215
153686
292494
145720
168354
185297
219965
184238
182590
211849
171027
153447
129733
147274
150607
96824
86701
62065
82844
135156
101956
99789
253224
148077
108981
96113
456913
175075
158746
138002
112337
110809
68018
101673
86938
90762
75563
77985
86848
71647
135586
95116
111552
89601
109482
83836
126200
114235
150475
151060
145405
117043
97746
98435
123144
150940
319011
303825
221493
171403
154817
378495
596769
301920
180335
227935
275070
428171
413329
288731
386714
316601
288098
205472
178087
207134
220815
199011
293512
413521
253650
194567
192599
162266
152067
160471
184525
139806
125565
283814
296433
434026
500506
436187
249148
258417
400403
356377
267746
262733
251040
244844
218929
190308
154227
218538
199812
192232
203673
240496
221219
242898
209240
374760
264996
175679
183113
229452
231684
205159
217797
177567
175054
204941
160825
195484
192892
162159
153413
135369
163855
260799
189650
180820
198100
167520
153234
138592
155686
162066
207024
148209
277242
192209
171099
172626
198996
167690
155215
151256
149393
179511
393515
332281
250176
209571
179588
231563
410578
262716
213897
201626
233849
179860
149854
127681
218615
202444
165101
180520
211534
206869
167920
209916
182885
186572
196651
163866
216198
146953
157876
147394
175036
236100
153703
143155
131087
227739
192418
224309
157060
203826
162463
124046
184268
609133
692019
419141
292375
281237
274084
350828
253381
260967
369304
226036
138674
131700
204944
168550
179490
167110
178148
157080
210494
210361
282563
339599
331089
333183
145733
127730
178472
180989
161488
181896
338298
283145
185365
230431
301388
190966
227841
283074
562540
647345
588497
655426
347533
666538
803893
379504
583432
610360
554038
461337
449220
428676
264448
377306
478773
349123
352317
617341
416525
348375
299353
431252
645913
426120
371485
323096
250864
322175
387179
309059
361980
341246
410072
335840
552319
462160
449730
306202
350662
474344
923334
557935
440335
597798
1355074
1357233
883116
732073
711267
757458
870148
814754
643867
564857
470692
366769
507860
660273
899391
760057
537561
510305
649043
732206
796646
757742
734821
567735
461660
395452
389565
448147
424762
368176
299935
401418
271327
294468
283961
364212
378062
431322
348893
353721
622610
625827
592916
473584
410902
399237
306234
255966
337834
534507
373368
504740
332795
265705
337022
305065
458814
401148
326866
313227
289956
405316
292888
381293
343887
259270
199188
191324
354155
416076
383457
309846
455334
272011
237752
330459
286763
309120
317881
304947
253929
194733
274368
287483
299466
429727
267032
245439
253713
332817
748712
544806
522062
369518
319113
322501
455556
387653
261430
281307
259012
237769
325795
482605
395685
537805
406932
471818
280633
320051
345679
399447
421026
356490
399783
349746
396091
367169
384699
610241
403778
775418
1185369
799978
681128
559589
524035
490183
478002
325421
326024
453749
492885
402997
401984
567331
326730
375946
415982
406765
281593
337019
423919
231473
259594
366263
357382
288843
430062
817604
414045
446014
679721
433933
582055
388953
412929
346506
420573
326881
265391
516158
430359
367854
263592
257514
359648
439637
268269
331414
252135
276819
262651
371202
454097
714073
439761
312766
212162
356612
530669
384678
289924
337695
297262
272607
283213
279033
251976
194010
302667
519854
279370
329209
449937
685315
830375
478800
606101
469131
350662
289144
915328
764048
543064
676403
458182
615665
385006
365621
317424
464805
407271
283118
332612
514196
616678
492545
529570
428547
334972
446558
492124
528930
661758
682179
582249
514573
536848
690308
710170
857655
932802
622310
739781
708070
778058
723413
588760
667387
470599
319961
441935
589384
579079
871018
696646
655727
414175
472019
564535
512762
454817
619552
493216
485400
740741
929234
737528
699401
1770812
2309830
1106125
1037714
1608176
1069217
962843
1403608
1580069
990974
952259
1099406
1012669
912179
668467
643631
725588
496709
784034
538231
758061
1101043
840456
659051
506433
956586
924436
750516
686207
949050
484618
648323
804179
608665
581374
971163
537554
494670
483574
785174
555797
508659
881099
601093
521943
554480
637800
499414
1433128
1661554
865960
637884
877460
848802
812543
1007661
1254835
967816
839384
1565771
1367382
784859
869216
1199530
1055630
692028
722718
794292
773581
731189
951971
693694
512460
774088
733557
678304
662850
738725
593705
651290
651473
826964
1004312
562784
665881
566062
435796
637766
485139
551863
560909
966502
553203
392763
415568
839521
543481
536158
475074
503484
382778
321015
588704
474319
572362
536205
510947
499415
374404
434299
328083
374832
470292
343189
335225
384500
533540
433481
652605
575491
525484
413452
484875
642552
613139
554780
681807
470991
430377
440449
557096
782959
663029
735371
677725
675222
945611
1901088
1475636
1127302
879960
971584
1174252
1459900
919185
863692
964637
919918
940045
779318
853386
1340835
1343979
1104096
1243382
1011746
1018956
790240
1210228
1189390
1258060
798027
1189668
809328
627352
656584
996668
862654
959270
719985
611834
756541
822062
1321492
1373524
1611610
1434860
1476782
1053192
927363
1048125
755560
851877
637869
577724
692439
828957
893852
884153
829137
717371
620127
646329
1028531
738576
774391
789282
733430
502670
516004
686664
587576
595383
794855
777193
381329
377553
483340
734526
503440
659291
635681
698561
509714
740823
618262
590025
662386
693210
365973
346946
650960
906111
1453620
1035811
699313
536821
610498
818144
1003550
1234511
1008433
1060387
1022202
606248
869850
1052569
1212959
1736055
1654968
1557021
998773
1505441
1093466
1247167
1472049
1208773
931424
854441
1202386
1646652
2091832
1513304
1444692
1451352
1528524
1629379
2179862
1785408
2770483
1572299
1209385
1141289
1744149
2023802
1566635
1242229
1286657
932124
820382
840954
1143181
1302476
891151
1117810
891810
938022
842382
1046423
1659135
2795084
1613775
1678611
1743225
1593949
1496277
2194611
1421257
1504426
1735574
2438493
1508204
1605166
1916095
1552793
1314910
2245922
2369698
2642408
2526851
2591783
2814686
2925632
1998156
2628050
4431451
2674145
2514289
2297466
2560801
2066363
1860642
1707766
1939371
2234539
2820752
2707810
1700056
1528287
2106548
2010392
2065953
2060660
4403349
2201040
1707064
1810492
1789672
1881740
2211866
1853253
2291646
1976357
3230961
3119034
2891592
2570949
2418841
2058823
2090070
2313155
2199849
2514374
1891592
2339215
2642846
1950533
3313083
3825196
2194532
2305679
2371766
1757720
1838345
2147223
1855583
2242131
2291936
2054216
1476474
1758101
1999401
2194398
2647284
2509970
2489931
2559002
1829769
2683815
2241208
2204296
2040947
1885830
1724131
1773546
1927345
1740349
2401988
2099425
1773150
1528776
1551283
1983437
1612744
1928224
1594431
1666356
1606805
1499113
2035877
1960513
2206433
1661080
1615962
2470398
1746102
1806298
2703735
2645625
1938028
2639940
2268816
3444089
2390527
2148820
2134946
2744621
2888237
1164985
1475479
2174544
1568666
1830042
1763676
2267648
1743013
1371638
2102128
2492629
2378119
2459881
2361692
2311378
2170139
2575419
1911480
2676826
3570506
2095860
2286791
2661295
3216821
2561165
6331062
4269898
3993336
2716691
4082004
3510578
2508310
2432319
2102182
2659178
2169643
1559892
1896359
1760417
1530915
1949658
1926311
1463754
993430
1532260
2074885
2601479
2231430
1727645
1719650
1894103
2185089
1931890
2134897
1620210
1809253
1212278
1691871
2688993
3113977
2026228
1531230
2094932
1814051
1799875
1868627
1673802
1301036
1240681
1176457
1078278
1164970
1109367
1184687
1041416
1257892
1236351
865508
952891
1176847
956053
1123129
1099367
1067591
883442
760979
846029
1062139
1415058
1000742
1394786
1196914
1245775
3330102
1938478
2631048
1428738
1797012
1565380
1603964
1162878
1379871
1220555
1913281
2223356
2258213
1857112
2130595
1951330
1862925
1623329
1804716
1849556
1580122
1655378
1781303
1656723
1774382
1950404
2069725
1610192
2143309
1692896
1559186
1532753
1320503
793012
1193046
1204012
1300400
1280384
1549849
1645163
1225830
1417660
1678015
3321711
1796101
1567586
1569941
1060890
1179808
1703512
1210258
1176050
1176129
1033968
976346
909785
1842231
1820721
1304011
1196106
1819744
949787
1374145
1001487
1045389
884909
1197815
1771237
996116
1114294
1437692
1641651
2443126
1703147
1548832
1609483
2427176
1690409
1554412
1610489
1372048
2649137
1360379
1331655
1629184
1755708
1823286
2181665
1555280
982103
1052085
1270453
1334460
1913083
1878275
1417344
1197748
1563417
1472636
1858362
1601925
1346081
1243074
965309
1068629
2349581
1847655
2347934
1327827
1479149
904149
951393
1305209
2353681
1471305
1960419
1560459
1200190
1249219
1624768
1570845
1432991
1604266
2138184
1110145
1253408
1349625
1587472
1442301
1307890
1865063
3362771
1371839
1741956
1212350
1118225
1130599
1215231
957390
863605
1399599
1194992
1438176
1023983
1261780
862066
874827
1076488
1119412
949480
1176050
1074410
766979
797133
1009238
1345774
1114074
910157
1059783
714899
709624
885624
1021815
1478532
1150707
1406635
1021908
752733
1250983
1015526
1023902
1036234
946938
752688
732171
918029
905061
924528
1098761
2092561
2099978
1142407
1999352
1248246
1584468
1308408
1061101
816601
698593
936014
917617
907905
848961
1380724
1006352
788291
1473274
1653350
1066395
1541483
1169354
830322
624898
867622
990694
823745
1067658
1025882
586653
811235
1352290
1212527
1030872
2622780
1408558
924257
1265753
1931087
1866871
1653131
1289320
1465066
879727
986352
1456041
1271128
1570230
1512655
1252571
671733
841844
1114899
1060517
2051837
935784
1065054
801197
799695
947206
1367343
916671
1202541
1141588
693647
1135096
1498975
1095678
1081607
1290541
1372216
1056716
966563
1171998
1046080
1471912
999816
1108136
640230
678983
1385924
1153667
948061
803756
616536
423446
590241
1157741
934526
1063843
1515456
1043471
724132
868183
1280351
1381618
1232083
1135242
1101140
1017369
1021157
1053893
1005131
1238847
1979692
1214518
746488
1301451
2564538
2470325
3559270
3951233
2051900
1204626
1016769
1561954
1175382
1379212
1860780
1694004
643486
862880
1328317
946421
985440
1431112
1321406
684423
635311
1380410
1161340
1404611
1086183
993769
618037
604680
1124745
1743957
1236327
841562
1258608
1084163
1451271
3261484
2583151
2847831
1690477
1352992
2467372
1950660
1639448
1515321
1394981
1207858
1309709
874540
885306
1002214
1064497
1210636
1438163
1668363
833508
880786
1282843
1612273
1472221
1653722
4358216
3524386
3434401
3232941
3626399
4789109
4576355
4411375
3723401
4261057
6564387
6488375
6364038
4808194
4745582
3762227
3671238
4807238
4545385
5475738
6500034
6221401
4801528
4463721
4775213
5066511
4887642
4966138
5340569
3360228
3646643
5892045
5105613
6818207
8269994
6134163
5617859
5473905
7488466
5978567
6901586
6029662
8860928
5723362
5034461
6443370
6333442
5561412
5618785
7587244
5263328
4678693
5840323
6593178
6389133
5937975
5740705
3739909
3838915
4657233
7124384
5597127
6013826
7777214
5615783
4801844
6979539
8126869
6313052
6690974
5120935
3862666
4634096
6820580
5900070
6907777
6251862
5906265
3907636
3714450
5837041
8152473
7357437
5631615
6254203
2470590
3320217
4471910
4871932
4540004
5085004
4324772
2637385
2833704
4432688
4792106
4556597
7470896
6688310
3052219
3438605
5162979
5588482
4545820
5391090
5679281
2887106
3939703
5676899
7214687
8512349
7748080
6638096
6255599
4920007
6571526
5971938
7431698
6948227
9249613
5570832
5268210
8344242
14530601
13605474
12719887
9900073
5046837
5382834
9215128
7200265
6297404
5352083
5114799
3142123
4557344
7440871
6276097
6260616
5031851
4396465
3817130
3362221
5570407
5206638
6519330
5097720
4305515
3308694
3948990
5138207
4416864
4284989
4520282
4282003
3032257
3260722
4463916
6242080
5743730
4789226
5703001
3905843
3369193
4681887
5945803
4375570
4678640
4561020
3076985
3570157
3915571
5047628
5465468
4553877
4310415
3344374
3218355
4036118
5097596
6310703
4842014
5388661
3227161
4036092
6327667
5448751
5627464
8911373
8021774
8659545
5194354
6856434
6440138
7617173
5819932
7382435
7796520
6603827
7258655
7395584
8060446
7181086
7079096
4181816
7030837
7790224
6798411
7863213
9102300
8007846
4852404
5903916
6956395
8293878
7896433
9784291
6993675
4207940
4561903
6503611
7695927
8335550
11006793
10895009
6296097
7660484
9808728
10712371
11395957
11396877
11531424
9124568
9506015
11754195
9568743
9390487
7435815
8214639
4169260
4835978
6471278
7813394
8018963
10076702
12106261
10412300
9721933
14820760
15223589
12613034
10418081
13113359
9948603
9578297
11775950
11530870
3589327
2159091
1511137
1088721
1068196
1575264
1521981
1704217
1843652
1537349
822781
938464
1651062
1102007
1262730
934548
655634
624159
777589
1285695
1340458
1246556
1054144
1504180
732418
708233
1137294
1141562
1699891
1434642
1463628
859500
873485
1211080
1087067
2261942
1990148
1129240
619319
949458
1362793
1174697
1502909
961542
1288027
1221021
855425
1600637
1003698
1534579
1257000
1351633
605049
629537
935914
815642
1016823
1057318
756295
481382
568937
717111
816399
1012767
753125
655755
415694
843861
805579
745633
908537
814389
811087
466520
504474
1420829
1345725
1311928
848252
746911
1713871
833902
858037
1007138
957418
943268
926194
666967
555956
732735
1189024
1872873
1146092
1338533
776343
789910
954783
824373
895470
758428
1559366
567975
591533
781855
779472
827926
1397042
912948
480214
473168
896853
691213
784195
1301632
1274387
488354
494225
816466
754775
617415
749723
555611
423988
519434
869107
533797
750401
583045
543177
339750
454846
563115
900141
945158
651970
544850
331924
338654
671438
877168
750252
513691
437828
310852
341726
671592
591162
768028
1976577
1293122
615764
451543
565987
603624
673711
575619
611438
329412
349090
523057
1137083
690292
944690
881179
567728
496412
596830
566736
636302
631929
646852
359038
489773
864138
1047056
714880
799278
654094
526416
476775
938705
898076
867288
823416
567149
421717
545045
873488
697727
939690
1158974
878610
534908
883593
1464158
1202377
1188381
1210397
1326700
641623
822730
1156525
1002272
1336479
1066082
1035322
517837
682942
2289339
1345810
1215235
1330256
1915748
1152137
1008299
2839938
2850160
1643976
1382785
1112240
607438
717480
1117727
1179053
1624635
1450837
1237373
794787
1038468
988246
1352796
1132568
2138765
1297729
923300
810885
1217191
1404428
1545427
1542446
1349322
784498
862400
1485050
1936895
1648374
992284
1379414
569448
848020
1238017
1272779
1131353
1007791
1523417
1034690
1151524
2112219
2072700
1876282
1414759
1311268
987352
830667
2087142
1526411
1724659
1599536
1323628
1180886
1227634
1741647
1609188
1934588
1500702
1404109
849658
1137678
1168428
1475816
1439770
1391826
1571137
936545
1016484
1114623
2247532
2658041
1819944
2064845
956642
1109259
2364464
2637745
3133588
2998451
2809192
1434243
1235727
1657611
1716580
1438172
1466087
1641428
807324
657817
2147250
2043925
1675615
1291233
1624861
751148
1032493
1197856
1316610
1499559
1392269
1086342
609962
931235
1317397
1120760
1378809
1863650
2323884
1323421
1407270
1939394
1741811
1859392
tradecount
